generation,mi_pred_dx,mi_pred_dy,mi_pred_dist,mi_food_dx,mi_food_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_energy
1442,0.0019,0.0059,0.0069,0.0012,0.0017,0.0029,0.0000,0.0000,0.0000,0.0002,0.0002,0.0002,0.0000,0.0000,0.0042,0.0027
1443,0.0002,0.0031,0.0021,0.0017,0.0027,0.0011,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0022
1444,0.0002,0.0002,0.0021,0.0023,0.0019,0.0023,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0023
1445,0.0001,0.0001,0.0023,0.0013,0.0017,0.0013,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0021
1446,0.0001,0.0001,0.0015,0.0013,0.0013,0.0012,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012
1447,0.0002,0.0001,0.0020,0.0023,0.0020,0.0023,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0021
1448,0.0010,0.0002,0.0035,0.0018,0.0022,0.0022,0.0000,0.0000,0.0000,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0031
1449,0.0001,0.0014,0.0038,0.0024,0.0023,0.0012,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0031
1450,0.0001,0.0027,0.0021,0.0024,0.0018,0.0016,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0021
1451,0.0025,0.0001,0.0018,0.0010,0.0013,0.0010,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014
1452,0.0003,0.0050,0.0071,0.0021,0.0022,0.0011,0.0000,0.0000,0.0000,0.0008,0.0004,0.0003,0.0000,0.0000,0.0000,0.0063
1453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1457,0.0002,0.0011,0.0042,0.0042,0.0022,0.0018,0.0000,0.0000,0.0000,0.0011,0.0001,0.0001,0.0000,0.0000,0.0084,0.0038
1458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1459,0.0001,0.0001,0.0023,0.0015,0.0009,0.0022,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0020
1460,0.0001,0.0001,0.0019,0.0027,0.0019,0.0016,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019
1461,0.0002,0.0003,0.0048,0.0018,0.0018,0.0032,0.0000,0.0000,0.0000,0.0006,0.0002,0.0002,0.0000,0.0000,0.0000,0.0045
1462,0.0028,0.0001,0.0020,0.0019,0.0012,0.0014,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019
1463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1464,0.0002,0.0014,0.0037,0.0014,0.0035,0.0014,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0031
1465,0.0002,0.0002,0.0019,0.0014,0.0012,0.0018,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
1466,0.0001,0.0001,0.0021,0.0014,0.0020,0.0020,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0019
1467,0.0028,0.0002,0.0020,0.0016,0.0015,0.0015,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0018
1468,0.0010,0.0009,0.0061,0.0021,0.0029,0.0012,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0053
1469,0.0001,0.0032,0.0023,0.0019,0.0018,0.0016,0.0000,0.0000,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0000,0.0021
1470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1471,0.0001,0.0000,0.0013,0.0007,0.0008,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010
1472,0.0003,0.0012,0.0040,0.0027,0.0016,0.0014,0.0000,0.0000,0.0000,0.0003,0.0002,0.0001,0.0000,0.0000,0.0000,0.0037
1473,0.0001,0.0008,0.0046,0.0018,0.0012,0.0006,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0031
1474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1475,0.0045,0.0001,0.0033,0.0017,0.0015,0.0008,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024
1476,0.0004,0.0037,0.0057,0.0037,0.0032,0.0023,0.0004,0.0002,0.0001,0.0007,0.0003,0.0002,0.0000,0.0000,0.0000,0.0058
1477,0.0021,0.0016,0.0091,0.0033,0.0041,0.0066,0.0005,0.0002,0.0001,0.0009,0.0003,0.0003,0.0000,0.0000,0.0000,0.0078
1478,0.0008,0.0006,0.0096,0.0052,0.0107,0.0045,0.0007,0.0002,0.0003,0.0014,0.0005,0.0004,0.0000,0.0000,0.0000,0.0100
1479,0.0001,0.0001,0.0021,0.0016,0.0015,0.0022,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0020
1480,0.0001,0.0000,0.0019,0.0010,0.0010,0.0012,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014
1481,0.0003,0.0002,0.0039,0.0021,0.0014,0.0022,0.0000,0.0000,0.0000,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0035
1482,0.0001,0.0001,0.0033,0.0017,0.0030,0.0009,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0025
1483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1485,0.0001,0.0011,0.0028,0.0018,0.0014,0.0026,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021
1486,0.0005,0.0063,0.0049,0.0029,0.0028,0.0046,0.0006,0.0003,0.0002,0.0004,0.0002,0.0001,0.0000,0.0000,0.0000,0.0049
1487,0.0009,0.0012,0.0041,0.0015,0.0019,0.0022,0.0000,0.0000,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0000,0.0043
1488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1489,0.0002,0.0004,0.0038,0.0025,0.0025,0.0035,0.0000,0.0000,0.0000,0.0004,0.0002,0.0001,0.0000,0.0000,0.0000,0.0038
1490,0.0004,0.0003,0.0038,0.0015,0.0022,0.0018,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0038
1491,0.0007,0.0007,0.0067,0.0027,0.0072,0.0068,0.0000,0.0000,0.0000,0.0010,0.0005,0.0004,0.0000,0.0000,0.0000,0.0064
1492,0.0003,0.0002,0.0035,0.0023,0.0009,0.0040,0.0000,0.0000,0.0000,0.0072,0.0000,0.0000,0.0000,0.0000,0.0072,0.0030
1493,0.0003,0.0017,0.0041,0.0012,0.0035,0.0020,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0043
1494,0.0001,0.0001,0.0021,0.0011,0.0016,0.0018,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017
1495,0.0007,0.0002,0.0049,0.0017,0.0009,0.0021,0.0000,0.0000,0.0000,0.0006,0.0002,0.0002,0.0000,0.0000,0.0000,0.0046
1496,0.0002,0.0029,0.0017,0.0012,0.0019,0.0019,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017
1497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1499,0.0001,0.0011,0.0032,0.0017,0.0008,0.0027,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0053,0.0021
1500,0.0003,0.0030,0.0040,0.0039,0.0043,0.0032,0.0003,0.0001,0.0002,0.0003,0.0001,0.0002,0.0000,0.0000,0.0000,0.0043
1501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1503,0.0029,0.0002,0.0019,0.0020,0.0022,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017
1504,0.0002,0.0033,0.0022,0.0022,0.0021,0.0014,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0023
1505,0.0011,0.0001,0.0033,0.0014,0.0020,0.0021,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0026
1506,0.0004,0.0003,0.0046,0.0018,0.0006,0.0042,0.0000,0.0000,0.0000,0.0004,0.0002,0.0001,0.0000,0.0000,0.0000,0.0040
1507,0.0001,0.0001,0.0021,0.0015,0.0017,0.0019,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0019
1508,0.0025,0.0002,0.0071,0.0028,0.0032,0.0035,0.0010,0.0001,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0000,0.0050
1509,0.0011,0.0018,0.0039,0.0040,0.0014,0.0024,0.0000,0.0000,0.0000,0.0005,0.0003,0.0002,0.0000,0.0000,0.0000,0.0040
1510,0.0001,0.0001,0.0018,0.0013,0.0009,0.0011,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013
1511,0.0007,0.0069,0.0104,0.0052,0.0055,0.0037,0.0000,0.0000,0.0000,0.0003,0.0004,0.0003,0.0000,0.0000,0.0045,0.0044
1512,0.0017,0.0003,0.0058,0.0037,0.0031,0.0056,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0000,0.0000,0.0030
1513,0.0002,0.0011,0.0034,0.0019,0.0013,0.0014,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0026
1514,0.0006,0.0025,0.0040,0.0013,0.0021,0.0014,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0026
1515,0.0001,0.0105,0.0126,0.0068,0.0015,0.0019,0.0000,0.0000,0.0000,0.0003,0.0006,0.0006,0.0000,0.0000,0.0090,0.0059
1516,0.0033,0.0030,0.0021,0.0016,0.0018,0.0010,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0021
1517,0.0009,0.0045,0.0055,0.0073,0.0016,0.0049,0.0000,0.0000,0.0000,0.0003,0.0002,0.0003,0.0000,0.0000,0.0000,0.0047
1518,0.0000,0.0001,0.0017,0.0013,0.0009,0.0006,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012
1519,0.0001,0.0035,0.0018,0.0016,0.0013,0.0013,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0018
1520,0.0008,0.0028,0.0086,0.0027,0.0017,0.0022,0.0000,0.0000,0.0000,0.0012,0.0006,0.0005,0.0000,0.0000,0.0000,0.0089
1521,0.0004,0.0024,0.0052,0.0006,0.0015,0.0034,0.0000,0.0000,0.0000,0.0006,0.0003,0.0003,0.0000,0.0000,0.0000,0.0048
1522,0.0028,0.0004,0.0058,0.0032,0.0042,0.0046,0.0000,0.0000,0.0000,0.0006,0.0002,0.0003,0.0000,0.0074,0.0000,0.0031
1523,0.0025,0.0065,0.0044,0.0021,0.0012,0.0034,0.0000,0.0000,0.0000,0.0092,0.0000,0.0000,0.0000,0.0000,0.0092,0.0029
1524,0.0005,0.0006,0.0060,0.0028,0.0018,0.0021,0.0000,0.0000,0.0000,0.0008,0.0003,0.0003,0.0000,0.0000,0.0000,0.0061
1525,0.0006,0.0033,0.0104,0.0034,0.0011,0.0017,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0033,0.0048
1526,0.0026,0.0003,0.0020,0.0021,0.0015,0.0017,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019
1527,0.0002,0.0001,0.0033,0.0009,0.0018,0.0011,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0028
1528,0.0001,0.0001,0.0018,0.0014,0.0011,0.0017,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016
1529,0.0043,0.0003,0.0069,0.0019,0.0007,0.0037,0.0000,0.0000,0.0000,0.0008,0.0003,0.0004,0.0000,0.0000,0.0000,0.0063
1530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1531,0.0014,0.0016,0.0118,0.0003,0.0007,0.0022,0.0000,0.0000,0.0000,0.0006,0.0003,0.0003,0.0000,0.0025,0.0044,0.0083
1532,0.0015,0.0014,0.0076,0.0026,0.0045,0.0026,0.0000,0.0000,0.0000,0.0001,0.0003,0.0004,0.0000,0.0000,0.0037,0.0033
1533,0.0096,0.0023,0.0096,0.0034,0.0016,0.0013,0.0000,0.0000,0.0000,0.0000,0.0008,0.0005,0.0000,0.0047,0.0047,0.0056
1534,0.0029,0.0002,0.0057,0.0025,0.0024,0.0008,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0047
1535,0.0012,0.0001,0.0036,0.0015,0.0009,0.0018,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0031
1536,0.0003,0.0018,0.0072,0.0023,0.0008,0.0008,0.0000,0.0000,0.0000,0.0009,0.0004,0.0003,0.0000,0.0000,0.0000,0.0064
1537,0.0025,0.0002,0.0019,0.0014,0.0021,0.0009,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0019
1538,0.0029,0.0104,0.0149,0.0035,0.0015,0.0020,0.0000,0.0000,0.0000,0.0001,0.0006,0.0005,0.0000,0.0045,0.0000,0.0120
1539,0.0004,0.0004,0.0102,0.0030,0.0020,0.0025,0.0000,0.0000,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0047,0.0041
1540,0.0002,0.0002,0.0048,0.0028,0.0011,0.0018,0.0000,0.0000,0.0000,0.0011,0.0001,0.0001,0.0000,0.0000,0.0093,0.0044
1541,0.0005,0.0007,0.0057,0.0017,0.0005,0.0037,0.0000,0.0000,0.0000,0.0008,0.0003,0.0002,0.0000,0.0000,0.0000,0.0052
1542,0.0022,0.0023,0.0105,0.0027,0.0033,0.0019,0.0000,0.0000,0.0000,0.0000,0.0008,0.0007,0.0000,0.0069,0.0069,0.0096
1543,0.0034,0.0042,0.0113,0.0034,0.0016,0.0003,0.0000,0.0000,0.0000,0.0002,0.0008,0.0009,0.0000,0.0103,0.0000,0.0111
1544,0.0017,0.0019,0.0086,0.0062,0.0023,0.0031,0.0000,0.0000,0.0000,0.0000,0.0005,0.0004,0.0000,0.0000,0.0000,0.0077
1545,0.0028,0.0040,0.0095,0.0014,0.0048,0.0048,0.0000,0.0000,0.0000,0.0016,0.0007,0.0006,0.0000,0.0000,0.0000,0.0106
1546,0.0004,0.0003,0.0037,0.0028,0.0023,0.0023,0.0000,0.0000,0.0000,0.0004,0.0001,0.0002,0.0000,0.0000,0.0000,0.0036
1547,0.0009,0.0048,0.0113,0.0015,0.0019,0.0007,0.0000,0.0000,0.0000,0.0019,0.0007,0.0009,0.0000,0.0000,0.0000,0.0120
1548,0.0001,0.0014,0.0124,0.0020,0.0032,0.0033,0.0000,0.0000,0.0000,0.0017,0.0007,0.0004,0.0000,0.0000,0.0000,0.0123
1549,0.0001,0.0011,0.0150,0.0027,0.0010,0.0014,0.0000,0.0000,0.0000,0.0002,0.0009,0.0009,0.0000,0.0000,0.0045,0.0130
1550,0.0003,0.0015,0.0040,0.0011,0.0016,0.0039,0.0000,0.0000,0.0000,0.0003,0.0001,0.0002,0.0000,0.0000,0.0000,0.0037
1551,0.0000,0.0020,0.0014,0.0011,0.0009,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010
1552,0.0005,0.0003,0.0057,0.0017,0.0031,0.0052,0.0000,0.0000,0.0000,0.0007,0.0003,0.0002,0.0000,0.0000,0.0000,0.0058
1553,0.0064,0.0045,0.0116,0.0063,0.0035,0.0001,0.0000,0.0000,0.0000,0.0005,0.0007,0.0007,0.0000,0.0036,0.0042,0.0098
1554,0.0020,0.0007,0.0063,0.0009,0.0017,0.0012,0.0000,0.0000,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0000,0.0045
1555,0.0021,0.0036,0.0110,0.0019,0.0013,0.0026,0.0000,0.0000,0.0000,0.0000,0.0006,0.0005,0.0000,0.0034,0.0000,0.0089
1556,0.0005,0.0011,0.0185,0.0040,0.0031,0.0039,0.0000,0.0000,0.0000,0.0003,0.0014,0.0015,0.0000,0.0089,0.0089,0.0193
1557,0.0035,0.0087,0.0151,0.0024,0.0040,0.0023,0.0000,0.0000,0.0000,0.0001,0.0006,0.0005,0.0000,0.0033,0.0000,0.0104
1558,0.0003,0.0014,0.0039,0.0031,0.0022,0.0020,0.0000,0.0000,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0000,0.0035
1559,0.0002,0.0028,0.0050,0.0024,0.0011,0.0035,0.0000,0.0000,0.0000,0.0003,0.0001,0.0002,0.0000,0.0036,0.0040,0.0036
1560,0.0034,0.0007,0.0055,0.0029,0.0028,0.0033,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0048
1561,0.0002,0.0004,0.0087,0.0023,0.0021,0.0013,0.0000,0.0000,0.0000,0.0010,0.0005,0.0004,0.0000,0.0000,0.0000,0.0080
1562,0.0001,0.0019,0.0112,0.0035,0.0020,0.0036,0.0000,0.0000,0.0000,0.0000,0.0006,0.0006,0.0000,0.0000,0.0038,0.0110
1563,0.0007,0.0036,0.0054,0.0016,0.0029,0.0040,0.0000,0.0000,0.0000,0.0004,0.0002,0.0002,0.0000,0.0000,0.0000,0.0044
1564,0.0002,0.0029,0.0020,0.0023,0.0030,0.0023,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0022
1565,0.0024,0.0084,0.0158,0.0060,0.0038,0.0040,0.0000,0.0000,0.0000,0.0011,0.0007,0.0006,0.0000,0.0000,0.0000,0.0128
1566,0.0007,0.0014,0.0062,0.0041,0.0031,0.0025,0.0000,0.0000,0.0000,0.0007,0.0002,0.0004,0.0000,0.0000,0.0000,0.0059
1567,0.0001,0.0013,0.0096,0.0014,0.0046,0.0018,0.0000,0.0000,0.0000,0.0000,0.0007,0.0005,0.0000,0.0044,0.0000,0.0100
1568,0.0003,0.0003,0.0053,0.0005,0.0018,0.0025,0.0000,0.0000,0.0000,0.0004,0.0001,0.0001,0.0000,0.0000,0.0000,0.0045
1569,0.0007,0.0058,0.0062,0.0031,0.0039,0.0067,0.0000,0.0000,0.0000,0.0002,0.0006,0.0004,0.0000,0.0000,0.0000,0.0067
1570,0.0099,0.0042,0.0139,0.0020,0.0070,0.0027,0.0000,0.0000,0.0000,0.0003,0.0013,0.0011,0.0000,0.0044,0.0000,0.0135
1571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1573,0.0011,0.0003,0.0040,0.0011,0.0015,0.0013,0.0000,0.0000,0.0000,0.0004,0.0002,0.0001,0.0000,0.0000,0.0000,0.0040
1574,0.0006,0.0016,0.0076,0.0041,0.0040,0.0032,0.0000,0.0000,0.0000,0.0000,0.0002,0.0003,0.0000,0.0000,0.0038,0.0034
1575,0.0100,0.0004,0.0068,0.0081,0.0025,0.0076,0.0000,0.0000,0.0000,0.0053,0.0003,0.0001,0.0000,0.0064,0.0064,0.0068
1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1579,0.0020,0.0056,0.0069,0.0060,0.0036,0.0047,0.0000,0.0000,0.0000,0.0026,0.0001,0.0002,0.0000,0.0000,0.0102,0.0035
1580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1581,0.0003,0.0003,0.0050,0.0005,0.0011,0.0021,0.0000,0.0000,0.0000,0.0006,0.0001,0.0002,0.0000,0.0000,0.0000,0.0043
1582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1583,0.0001,0.0001,0.0021,0.0021,0.0023,0.0026,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
1584,0.0005,0.0040,0.0062,0.0023,0.0015,0.0022,0.0000,0.0000,0.0000,0.0011,0.0005,0.0002,0.0000,0.0000,0.0000,0.0061
1585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1586,0.0001,0.0003,0.0110,0.0025,0.0013,0.0041,0.0000,0.0000,0.0000,0.0018,0.0008,0.0006,0.0000,0.0000,0.0000,0.0114
1587,0.0003,0.0002,0.0021,0.0015,0.0019,0.0017,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0020
1588,0.0008,0.0031,0.0058,0.0039,0.0032,0.0035,0.0000,0.0000,0.0000,0.0002,0.0002,0.0003,0.0000,0.0066,0.0066,0.0048
1589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1590,0.0002,0.0073,0.0042,0.0033,0.0021,0.0039,0.0000,0.0000,0.0000,0.0084,0.0000,0.0000,0.0000,0.0000,0.0084,0.0036
1591,0.0008,0.0116,0.0082,0.0035,0.0039,0.0033,0.0000,0.0000,0.0000,0.0011,0.0007,0.0008,0.0000,0.0150,0.0000,0.0076
1592,0.0009,0.0057,0.0084,0.0031,0.0016,0.0030,0.0000,0.0000,0.0000,0.0001,0.0004,0.0004,0.0000,0.0000,0.0045,0.0035
1593,0.0012,0.0080,0.0175,0.0045,0.0021,0.0035,0.0000,0.0000,0.0000,0.0000,0.0009,0.0011,0.0000,0.0044,0.0000,0.0170
1594,0.0001,0.0001,0.0018,0.0014,0.0012,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013
1595,0.0004,0.0004,0.0039,0.0026,0.0033,0.0016,0.0000,0.0000,0.0000,0.0003,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019
1596,0.0002,0.0031,0.0019,0.0012,0.0023,0.0018,0.0000,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0000,0.0000,0.0019
1597,0.0023,0.0002,0.0028,0.0020,0.0027,0.0024,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0037
1598,0.0055,0.0094,0.0143,0.0056,0.0013,0.0039,0.0000,0.0000,0.0000,0.0002,0.0007,0.0007,0.0000,0.0000,0.0081,0.0058
1599,0.0070,0.0006,0.0057,0.0032,0.0026,0.0019,0.0000,0.0000,0.0000,0.0006,0.0003,0.0002,0.0000,0.0000,0.0000,0.0063
1600,0.0001,0.0001,0.0020,0.0018,0.0020,0.0017,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018
1601,0.0001,0.0029,0.0021,0.0020,0.0019,0.0016,0.0000,0.0000,0.0000,0.0002,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019
1602,0.0008,0.0009,0.0063,0.0025,0.0030,0.0012,0.0000,0.0000,0.0000,0.0008,0.0003,0.0002,0.0000,0.0000,0.0000,0.0059
1603,0.0002,0.0011,0.0067,0.0024,0.0020,0.0036,0.0000,0.0000,0.0000,0.0009,0.0002,0.0002,0.0000,0.0000,0.0060,0.0034
1604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1605,0.0003,0.0018,0.0046,0.0040,0.0018,0.0023,0.0000,0.0000,0.0000,0.0005,0.0002,0.0002,0.0000,0.0000,0.0000,0.0042
1606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
