generation,mi_pred_dx,mi_pred_dy,mi_pred_dist,mi_food_dx,mi_food_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_energy
8032,0.0000,0.0010,0.0020,0.0081,0.0043,0.0222,0.0000,0.0000,0.0000,0.0684,0.0006,0.0031,0.0602,0.0609,0.0141,0.0595
8033,0.0005,0.0000,0.0000,0.0127,0.0004,0.0061,0.0000,0.0000,0.0000,0.0000,0.0079,0.0000,0.0093,0.0059,0.0131,0.0481
8034,0.0011,0.0003,0.0000,0.0290,0.0113,0.0387,0.0000,0.0000,0.0000,0.0000,0.0002,0.0137,0.0348,0.0571,0.0331,0.0405
8035,0.0005,0.0001,0.0000,0.0268,0.0077,0.0172,0.0000,0.0000,0.0000,0.0000,0.0135,0.0034,0.0443,0.0633,0.0192,0.0532
8036,0.0005,0.0018,0.0102,0.0215,0.0078,0.0124,0.0000,0.0000,0.0000,0.1427,0.0155,0.0001,0.1238,0.0949,0.0732,0.0955
8037,0.0006,0.0000,0.0000,0.0126,0.0070,0.0079,0.0000,0.0000,0.0000,0.0000,0.0124,0.0019,0.0558,0.0492,0.0518,0.0701
8038,0.0001,0.0022,0.0000,0.0241,0.0013,0.0137,0.0000,0.0000,0.0000,0.0000,0.0032,0.0004,0.0368,0.0447,0.0306,0.0747
8039,0.0005,0.0000,0.0001,0.0183,0.0088,0.0114,0.0000,0.0000,0.0000,0.0000,0.0047,0.0009,0.0477,0.0265,0.0475,0.0937
8040,0.0002,0.0014,0.0060,0.0162,0.0137,0.0317,0.0000,0.0000,0.0000,0.0000,0.0046,0.0039,0.0644,0.0727,0.1080,0.0728
8041,0.0000,0.0128,0.0081,0.0223,0.0065,0.0162,0.0000,0.0000,0.0000,0.1522,0.0234,0.0011,0.0909,0.0814,0.0314,0.0820
8042,0.0048,0.0087,0.0263,0.0654,0.0004,0.0219,0.0000,0.0000,0.0000,0.2559,0.0333,0.0009,0.0614,0.1062,0.0617,0.1224
8043,0.0005,0.0013,0.0070,0.0335,0.0012,0.0199,0.0000,0.0000,0.0000,0.1408,0.0189,0.0006,0.1018,0.0950,0.0634,0.0747
8044,0.0009,0.0005,0.0048,0.0687,0.0042,0.1078,0.0000,0.0000,0.0000,0.2723,0.0955,0.0105,0.1376,0.0876,0.0585,0.0685
8045,0.0008,0.0018,0.0049,0.0266,0.0061,0.0190,0.0000,0.0000,0.0000,0.0000,0.0152,0.0009,0.0733,0.0858,0.0502,0.0891
8046,0.0150,0.0119,0.0247,0.0693,0.0025,0.0286,0.0000,0.0000,0.0000,0.2877,0.0377,0.0012,0.1533,0.1253,0.0768,0.1239
8047,0.0000,0.0001,0.0002,0.0504,0.0161,0.0242,0.0000,0.0000,0.0000,0.0000,0.0298,0.0051,0.0634,0.0558,0.0242,0.0812
8048,0.0056,0.0062,0.0147,0.0479,0.0332,0.0866,0.0000,0.0000,0.0000,0.3060,0.0967,0.0490,0.2071,0.1766,0.1834,0.0568
8049,0.0133,0.0091,0.0243,0.0514,0.0062,0.0390,0.0000,0.0000,0.0000,0.2626,0.0296,0.0221,0.0558,0.1310,0.0799,0.1352
8050,0.0017,0.0022,0.0026,0.0158,0.0352,0.0182,0.0000,0.0000,0.0000,0.1777,0.0217,0.0105,0.1136,0.0835,0.1274,0.0832
8051,0.0118,0.0063,0.0203,0.0536,0.0143,0.0269,0.0000,0.0000,0.0000,0.2588,0.0292,0.0056,0.0601,0.1087,0.1779,0.1520
8052,0.0129,0.0014,0.0107,0.0098,0.0205,0.0145,0.0000,0.0000,0.0000,0.1696,0.0143,0.0012,0.0954,0.0294,0.0325,0.1095
8053,0.0002,0.0001,0.0007,0.0332,0.0013,0.0150,0.0000,0.0000,0.0000,0.1525,0.0313,0.0020,0.0879,0.0916,0.0442,0.0884
8054,0.0087,0.0071,0.0146,0.0821,0.0195,0.1031,0.0000,0.0000,0.0000,0.2801,0.0905,0.0634,0.1823,0.1510,0.1263,0.0741
8055,0.0000,0.0022,0.0006,0.0152,0.0122,0.0241,0.0000,0.0000,0.0000,0.0000,0.0659,0.0140,0.0796,0.0728,0.0137,0.0860
8056,0.0113,0.0016,0.0174,0.0590,0.0168,0.0382,0.0000,0.0000,0.0000,0.2306,0.0270,0.0062,0.1072,0.1433,0.0552,0.0802
8057,0.0001,0.0001,0.0034,0.0263,0.0080,0.0041,0.0000,0.0000,0.0000,0.1424,0.0274,0.0068,0.0825,0.0723,0.0821,0.0846
8058,0.0059,0.0063,0.0186,0.0472,0.0217,0.1099,0.0000,0.0000,0.0000,0.2667,0.0362,0.0108,0.0662,0.1303,0.0340,0.0803
8059,0.0107,0.0082,0.0130,0.0610,0.0129,0.0635,0.0000,0.0000,0.0000,0.2494,0.0371,0.0154,0.1312,0.0407,0.0496,0.0540
8060,0.0001,0.0010,0.0010,0.0122,0.0201,0.0200,0.0000,0.0000,0.0000,0.0000,0.0204,0.0118,0.1181,0.1049,0.0491,0.1143
8061,0.0063,0.0127,0.0216,0.0268,0.0143,0.0428,0.0000,0.0000,0.0000,0.1716,0.0158,0.0067,0.1302,0.0863,0.1148,0.1153
8062,0.0037,0.0066,0.0167,0.0293,0.0279,0.0156,0.0000,0.0000,0.0000,0.2314,0.0201,0.0063,0.1384,0.1354,0.1060,0.0990
8063,0.0017,0.0029,0.0065,0.0309,0.0047,0.0498,0.0000,0.0000,0.0000,0.2149,0.0065,0.0161,0.1012,0.1139,0.0891,0.1225
8064,0.0144,0.0113,0.0482,0.0796,0.0222,0.0601,0.0000,0.0000,0.0000,0.3101,0.0247,0.0064,0.0847,0.0710,0.1336,0.0613
8065,0.0036,0.0145,0.0079,0.0392,0.0160,0.0633,0.0000,0.0000,0.0000,0.2227,0.0234,0.0159,0.1356,0.1166,0.1128,0.0377
8066,0.0003,0.0112,0.0116,0.0347,0.0203,0.0090,0.0000,0.0000,0.0000,0.1432,0.0060,0.0050,0.0391,0.0248,0.0108,0.1067
8067,0.0001,0.0016,0.0004,0.0304,0.0177,0.0040,0.0000,0.0000,0.0000,0.0000,0.0099,0.0019,0.0334,0.0140,0.0146,0.0791
8068,0.0015,0.0122,0.0174,0.0095,0.0107,0.0272,0.0000,0.0000,0.0000,0.1911,0.0233,0.0001,0.0920,0.0823,0.0598,0.1059
8069,0.0043,0.0060,0.0087,0.0163,0.0018,0.0224,0.0000,0.0000,0.0000,0.0000,0.0119,0.0120,0.0709,0.0903,0.0246,0.0959
8070,0.0061,0.0118,0.0177,0.0527,0.0331,0.0366,0.0000,0.0000,0.0000,0.2208,0.0397,0.0181,0.1551,0.0452,0.0585,0.0701
8071,0.0001,0.0002,0.0014,0.0166,0.0267,0.0474,0.0000,0.0000,0.0000,0.0000,0.0212,0.0040,0.0640,0.0472,0.0219,0.0442
8072,0.0034,0.0073,0.0061,0.0119,0.0019,0.0286,0.0000,0.0000,0.0000,0.0000,0.0113,0.0089,0.0543,0.0599,0.0172,0.0901
8073,0.0164,0.0509,0.0763,0.1086,0.0072,0.0700,0.0000,0.0000,0.0000,0.1915,0.0146,0.0075,0.0684,0.0383,0.0701,0.0491
8074,0.0038,0.0128,0.0162,0.0505,0.0127,0.0231,0.0000,0.0000,0.0000,0.1644,0.0240,0.0113,0.0647,0.0339,0.0702,0.0599
8075,0.0193,0.0226,0.0524,0.0351,0.0153,0.0199,0.0000,0.0000,0.0000,0.1957,0.0095,0.0013,0.0412,0.0391,0.0378,0.0828
8076,0.0048,0.0192,0.0634,0.0541,0.0020,0.0157,0.0000,0.0000,0.0000,0.3098,0.0425,0.0301,0.1108,0.0596,0.0333,0.0901
8077,0.0026,0.0099,0.0247,0.0372,0.0058,0.0242,0.0000,0.0000,0.0000,0.2292,0.0295,0.0163,0.0859,0.0591,0.0294,0.0968
8078,0.0073,0.0237,0.0407,0.0622,0.0027,0.0284,0.0000,0.0000,0.0000,0.2299,0.0305,0.0020,0.0798,0.1263,0.0343,0.1805
8079,0.0160,0.0344,0.0610,0.0569,0.0013,0.0353,0.0000,0.0000,0.0000,0.2569,0.0382,0.0138,0.0494,0.0300,0.0418,0.1077
8080,0.0010,0.0260,0.0257,0.0111,0.0062,0.0165,0.0000,0.0000,0.0000,0.2498,0.0354,0.0025,0.1303,0.1269,0.0683,0.1080
8081,0.0305,0.0646,0.0819,0.0061,0.0076,0.0115,0.0000,0.0000,0.0000,0.1795,0.0157,0.0061,0.0452,0.0216,0.0169,0.0862
8082,0.0259,0.0140,0.0336,0.0687,0.0185,0.0591,0.0000,0.0000,0.0000,0.2557,0.0304,0.0115,0.0939,0.0520,0.0410,0.0403
8083,0.0119,0.0342,0.0474,0.0387,0.0031,0.0080,0.0000,0.0000,0.0000,0.2830,0.0297,0.0002,0.0789,0.0633,0.0598,0.1879
8084,0.0399,0.0444,0.1004,0.0908,0.0042,0.0217,0.0000,0.0000,0.0000,0.1579,0.0279,0.0020,0.0863,0.0394,0.0663,0.1020
8085,0.0449,0.0278,0.1167,0.0384,0.0067,0.0138,0.0000,0.0000,0.0000,0.2118,0.0015,0.0004,0.0187,0.0220,0.0407,0.1281
8086,0.0126,0.0735,0.1146,0.0400,0.0118,0.0465,0.0000,0.0000,0.0000,0.2676,0.0348,0.0066,0.0716,0.0265,0.0306,0.0439
8087,0.0132,0.0041,0.0145,0.0404,0.0052,0.0216,0.0000,0.0000,0.0000,0.1042,0.0124,0.0000,0.0124,0.0102,0.0043,0.0845
8088,0.0095,0.0214,0.0547,0.0715,0.0184,0.0415,0.0000,0.0000,0.0000,0.1877,0.0350,0.0150,0.0520,0.0336,0.0309,0.1081
8089,0.0328,0.0462,0.1087,0.0969,0.0335,0.0200,0.0000,0.0000,0.0000,0.2125,0.0174,0.0108,0.0194,0.0335,0.0303,0.0793
8090,0.0707,0.0525,0.1522,0.0426,0.0219,0.0072,0.0000,0.0000,0.0000,0.2605,0.0081,0.0094,0.0572,0.0258,0.0277,0.0360
8091,0.0424,0.0595,0.1162,0.0568,0.0224,0.0539,0.0000,0.0000,0.0000,0.1990,0.0237,0.0107,0.0506,0.0344,0.0220,0.0338
8092,0.0157,0.0257,0.0511,0.1400,0.0132,0.0526,0.0000,0.0000,0.0000,0.2255,0.0380,0.0261,0.0980,0.1480,0.0406,0.0534
8093,0.0564,0.1151,0.1506,0.0826,0.0230,0.0572,0.0000,0.0000,0.0000,0.2223,0.0287,0.0031,0.1114,0.0329,0.0722,0.0835
8094,0.0268,0.0772,0.1321,0.0385,0.0028,0.0236,0.0000,0.0000,0.0000,0.2632,0.0032,0.0024,0.0811,0.0453,0.0436,0.1111
8095,0.0146,0.0628,0.0945,0.0633,0.0010,0.0252,0.0000,0.0000,0.0000,0.1665,0.0245,0.0068,0.0390,0.0223,0.0186,0.0664
8096,0.0311,0.0746,0.1257,0.0593,0.0201,0.0347,0.0000,0.0000,0.0000,0.2401,0.0127,0.0139,0.0657,0.0206,0.0142,0.0178
8097,0.0175,0.0713,0.1085,0.0249,0.0055,0.0140,0.0000,0.0000,0.0000,0.2004,0.0061,0.0116,0.0200,0.0226,0.0176,0.0689
8098,0.0477,0.0884,0.1858,0.0826,0.0476,0.0097,0.0000,0.0000,0.0000,0.2014,0.0174,0.0003,0.0541,0.0238,0.0310,0.0526
8099,0.0242,0.0739,0.1157,0.0220,0.0250,0.0198,0.0000,0.0000,0.0000,0.2492,0.0128,0.0032,0.0498,0.0317,0.0368,0.0882
8100,0.0305,0.0531,0.0956,0.0468,0.0024,0.0155,0.0000,0.0000,0.0000,0.1966,0.0027,0.0010,0.0225,0.0082,0.0275,0.0718
8101,0.0119,0.0374,0.1016,0.1484,0.0230,0.0116,0.0000,0.0000,0.0000,0.3079,0.0227,0.0060,0.0984,0.0246,0.0766,0.1427
8102,0.0089,0.0044,0.0391,0.1354,0.0068,0.0774,0.0000,0.0000,0.0000,0.2000,0.0819,0.0037,0.0673,0.1371,0.0993,0.0299
8103,0.0061,0.0074,0.0293,0.1210,0.0068,0.0313,0.0000,0.0000,0.0000,0.2008,0.0451,0.0201,0.1285,0.0957,0.0316,0.0798
8104,0.0263,0.0217,0.0544,0.0516,0.0109,0.0142,0.0000,0.0000,0.0000,0.1113,0.0060,0.0145,0.0140,0.0184,0.0122,0.0360
8105,0.0194,0.0389,0.0595,0.0123,0.0213,0.0110,0.0000,0.0000,0.0000,0.1959,0.0555,0.0308,0.0619,0.0299,0.0109,0.0922
8106,0.0061,0.0138,0.0136,0.0701,0.0052,0.0646,0.0000,0.0000,0.0000,0.2245,0.0516,0.0265,0.1214,0.0962,0.0251,0.0991
8107,0.0240,0.0332,0.0603,0.0454,0.0076,0.0687,0.0000,0.0000,0.0000,0.2776,0.0171,0.0072,0.0660,0.0273,0.0191,0.0484
8108,0.0278,0.0531,0.0931,0.0547,0.0015,0.0220,0.0000,0.0000,0.0000,0.2578,0.0243,0.0065,0.0956,0.0424,0.0806,0.0658
8109,0.0101,0.0247,0.0434,0.1134,0.0068,0.0222,0.0000,0.0000,0.0000,0.1685,0.0534,0.0232,0.1106,0.1251,0.0292,0.0451
8110,0.0258,0.0298,0.0490,0.0899,0.0043,0.0127,0.0000,0.0000,0.0000,0.2099,0.0552,0.0185,0.0441,0.0104,0.0454,0.0669
8111,0.0003,0.0082,0.0066,0.0484,0.0376,0.0099,0.0000,0.0000,0.0000,0.2334,0.0319,0.0223,0.0964,0.0306,0.0160,0.1077
8112,0.0103,0.0186,0.0753,0.0553,0.0437,0.0284,0.0000,0.0000,0.0000,0.1864,0.0309,0.0156,0.0678,0.0490,0.0316,0.0645
8113,0.0018,0.0026,0.0048,0.0938,0.0108,0.0335,0.0000,0.0000,0.0000,0.2429,0.0288,0.0426,0.0845,0.0241,0.0151,0.0921
8114,0.0238,0.0368,0.0624,0.0783,0.0317,0.0269,0.0000,0.0000,0.0000,0.2600,0.0336,0.0122,0.0525,0.0411,0.0692,0.0952
8115,0.0234,0.0510,0.0819,0.0144,0.0087,0.0399,0.0000,0.0000,0.0000,0.2289,0.0292,0.0313,0.0554,0.0365,0.0546,0.0961
8116,0.0073,0.0149,0.0202,0.0270,0.0070,0.0596,0.0000,0.0000,0.0000,0.2362,0.0136,0.0154,0.0334,0.0308,0.0403,0.0696
8117,0.0275,0.0539,0.0902,0.0450,0.0099,0.0300,0.0000,0.0000,0.0000,0.2342,0.0143,0.0111,0.0487,0.0361,0.0433,0.1085
8118,0.0350,0.0704,0.1002,0.0219,0.0168,0.0071,0.0000,0.0000,0.0000,0.3106,0.0227,0.0039,0.0912,0.0519,0.0571,0.1274
8119,0.0102,0.0181,0.0417,0.0189,0.0084,0.0145,0.0000,0.0000,0.0000,0.2845,0.0075,0.0001,0.1023,0.0719,0.0502,0.1321
8120,0.0169,0.0164,0.0538,0.0707,0.0016,0.0190,0.0000,0.0000,0.0000,0.1820,0.0426,0.0024,0.0543,0.0169,0.0374,0.0905
8121,0.0202,0.0195,0.0450,0.0420,0.0329,0.0083,0.0000,0.0000,0.0000,0.2347,0.0208,0.0131,0.0511,0.0446,0.0425,0.1213
8122,0.0260,0.0831,0.1083,0.0345,0.0041,0.0481,0.0000,0.0000,0.0000,0.1523,0.0144,0.0183,0.0793,0.0796,0.0181,0.0956
8123,0.0069,0.0307,0.0508,0.0530,0.0161,0.0436,0.0000,0.0000,0.0000,0.2045,0.0426,0.0094,0.0672,0.0507,0.0365,0.0794
8124,0.0125,0.0080,0.0215,0.0485,0.0012,0.0284,0.0000,0.0000,0.0000,0.2496,0.0211,0.0310,0.1021,0.0803,0.0599,0.1044
8125,0.0172,0.0288,0.0514,0.0532,0.0156,0.0056,0.0000,0.0000,0.0000,0.1612,0.0181,0.0072,0.0854,0.0375,0.0524,0.0737
8126,0.0276,0.0255,0.0635,0.0189,0.0127,0.0170,0.0000,0.0000,0.0000,0.1740,0.0126,0.0028,0.0716,0.0268,0.0739,0.1487
8127,0.0341,0.0526,0.1029,0.0314,0.0022,0.0364,0.0000,0.0000,0.0000,0.1672,0.0128,0.0187,0.0654,0.0246,0.0520,0.1009
8128,0.0141,0.0285,0.0523,0.0632,0.0239,0.0337,0.0000,0.0000,0.0000,0.2103,0.0111,0.0093,0.0550,0.0376,0.0406,0.1196
8129,0.0240,0.0346,0.0569,0.0393,0.0061,0.0147,0.0000,0.0000,0.0000,0.1713,0.0119,0.0134,0.0459,0.0313,0.0287,0.0699
8130,0.0102,0.0243,0.0308,0.0377,0.0351,0.0091,0.0000,0.0000,0.0000,0.2107,0.0139,0.0080,0.0375,0.0946,0.0188,0.1165
8131,0.0084,0.0144,0.0236,0.0221,0.0079,0.0072,0.0000,0.0000,0.0000,0.1837,0.0222,0.0072,0.0406,0.0407,0.0265,0.0711
8132,0.0036,0.0124,0.0231,0.0619,0.0059,0.0744,0.0000,0.0000,0.0000,0.2125,0.0118,0.0237,0.0636,0.0386,0.0432,0.0601
8133,0.0031,0.0109,0.0231,0.0887,0.0034,0.0329,0.0000,0.0000,0.0000,0.2895,0.0539,0.0596,0.1070,0.0546,0.0609,0.0790
8134,0.0256,0.0122,0.0625,0.0611,0.0115,0.0046,0.0000,0.0000,0.0000,0.1546,0.0180,0.0051,0.0561,0.0219,0.0476,0.0758
8135,0.0107,0.0148,0.0337,0.0750,0.0028,0.0271,0.0000,0.0000,0.0000,0.2341,0.0261,0.0176,0.0533,0.0373,0.0359,0.1341
8136,0.0496,0.0449,0.0904,0.1328,0.0132,0.0165,0.0000,0.0000,0.0000,0.1544,0.0167,0.0120,0.0498,0.0411,0.0152,0.0734
8137,0.0158,0.0185,0.0576,0.0307,0.0123,0.0010,0.0000,0.0000,0.0000,0.2072,0.0179,0.0181,0.0905,0.0133,0.0559,0.2025
8138,0.0089,0.0293,0.0245,0.0484,0.0188,0.0402,0.0000,0.0000,0.0000,0.2023,0.0190,0.0213,0.0355,0.0182,0.0254,0.0592
8139,0.0392,0.0567,0.0969,0.0592,0.0055,0.0303,0.0000,0.0000,0.0000,0.1798,0.0161,0.0048,0.0617,0.0257,0.0462,0.1241
8140,0.0114,0.0212,0.0357,0.0387,0.0182,0.0446,0.0000,0.0000,0.0000,0.1795,0.0166,0.0119,0.0688,0.0355,0.0308,0.1101
8141,0.0021,0.0069,0.0188,0.0263,0.0108,0.0634,0.0000,0.0000,0.0000,0.2464,0.0345,0.0255,0.0797,0.0609,0.0535,0.0824
8142,0.0034,0.0075,0.0120,0.0602,0.0076,0.0188,0.0000,0.0000,0.0000,0.1740,0.0443,0.0215,0.0333,0.0686,0.0444,0.0904
8143,0.0008,0.0375,0.0590,0.0882,0.0186,0.0354,0.0000,0.0000,0.0000,0.1624,0.0150,0.0105,0.0499,0.0487,0.0709,0.0940
8144,0.0123,0.0288,0.0325,0.0553,0.0185,0.0965,0.0000,0.0000,0.0000,0.2260,0.0323,0.0109,0.1075,0.1141,0.0621,0.1107
8145,0.0091,0.0075,0.0127,0.1032,0.0034,0.0871,0.0000,0.0000,0.0000,0.2162,0.0309,0.0184,0.0643,0.0496,0.0384,0.0510
8146,0.0170,0.0366,0.0499,0.0991,0.0104,0.0663,0.0000,0.0000,0.0000,0.2296,0.0112,0.0155,0.1351,0.0761,0.0763,0.1034
8147,0.0179,0.0183,0.0472,0.1292,0.0265,0.0244,0.0000,0.0000,0.0000,0.2019,0.1111,0.0290,0.1343,0.0312,0.0863,0.0636
8148,0.0297,0.0179,0.0955,0.0596,0.0198,0.0497,0.0000,0.0000,0.0000,0.1763,0.0011,0.0003,0.0474,0.0515,0.0469,0.0738
8149,0.0160,0.0306,0.0786,0.0527,0.0046,0.0333,0.0000,0.0000,0.0000,0.2394,0.0212,0.0061,0.0807,0.0605,0.0466,0.1141
8150,0.0199,0.0187,0.0706,0.0582,0.0063,0.0409,0.0000,0.0000,0.0000,0.1933,0.0296,0.0001,0.0293,0.0248,0.0344,0.0725
8151,0.0051,0.0029,0.0152,0.0750,0.0056,0.0703,0.0000,0.0000,0.0000,0.2371,0.0528,0.0122,0.0512,0.0551,0.0492,0.0653
8152,0.0016,0.0052,0.0143,0.0390,0.0311,0.0508,0.0000,0.0000,0.0000,0.1792,0.0169,0.0150,0.0381,0.0851,0.0280,0.0629
8153,0.0131,0.0694,0.0661,0.0566,0.0152,0.1158,0.0000,0.0000,0.0000,0.1969,0.0411,0.0118,0.0837,0.0472,0.0331,0.0838
8154,0.0332,0.0470,0.0867,0.0585,0.0141,0.0163,0.0000,0.0000,0.0000,0.1868,0.0169,0.0024,0.0311,0.0284,0.0067,0.1236
8155,0.0234,0.0602,0.1082,0.0550,0.0045,0.0282,0.0000,0.0000,0.0000,0.2583,0.0114,0.0000,0.0536,0.0370,0.0588,0.2022
8156,0.0302,0.0373,0.0632,0.0864,0.0263,0.0709,0.0000,0.0000,0.0000,0.2752,0.0601,0.0007,0.1206,0.0429,0.0587,0.0754
8157,0.0139,0.0204,0.0626,0.0400,0.0098,0.0011,0.0000,0.0000,0.0000,0.1841,0.0136,0.0000,0.0506,0.0240,0.0341,0.1101
8158,0.0196,0.0392,0.1077,0.0123,0.0048,0.0303,0.0000,0.0000,0.0000,0.1998,0.0004,0.0000,0.0479,0.0312,0.0370,0.1017
8159,0.0309,0.0654,0.1276,0.0493,0.0112,0.0610,0.0000,0.0000,0.0000,0.2954,0.0270,0.0004,0.0848,0.0456,0.0295,0.0724
8160,0.0402,0.0926,0.1569,0.0288,0.0044,0.0105,0.0000,0.0000,0.0000,0.2079,0.0202,0.0091,0.0438,0.0379,0.0277,0.0849
8161,0.0308,0.0816,0.1366,0.0392,0.0149,0.0818,0.0000,0.0000,0.0000,0.2263,0.0187,0.0075,0.0547,0.0199,0.0236,0.0795
8162,0.0284,0.0262,0.1019,0.0391,0.0226,0.0339,0.0000,0.0000,0.0000,0.1849,0.0094,0.0041,0.0533,0.0508,0.0618,0.1188
8163,0.0174,0.0690,0.0842,0.0815,0.0065,0.0423,0.0000,0.0000,0.0000,0.2118,0.0044,0.0000,0.0766,0.0338,0.0631,0.1501
8164,0.0177,0.0237,0.0734,0.0431,0.0282,0.0646,0.0000,0.0000,0.0000,0.2781,0.0275,0.0049,0.1430,0.0669,0.0432,0.0491
8165,0.0142,0.0182,0.0458,0.1467,0.0409,0.0818,0.0000,0.0000,0.0000,0.2164,0.0657,0.0230,0.1227,0.1462,0.0681,0.1486
8166,0.0404,0.0370,0.0599,0.0431,0.0133,0.0469,0.0000,0.0000,0.0000,0.1369,0.0133,0.0006,0.0666,0.1319,0.0236,0.0514
8167,0.0160,0.0348,0.0638,0.0475,0.0029,0.0194,0.0000,0.0000,0.0000,0.2912,0.0084,0.0011,0.0756,0.0684,0.0475,0.1366
8168,0.0363,0.0390,0.1157,0.0619,0.0047,0.0195,0.0000,0.0000,0.0000,0.2569,0.0213,0.0062,0.0992,0.0405,0.0425,0.1018
8169,0.0313,0.0515,0.1422,0.0134,0.0071,0.0132,0.0000,0.0000,0.0000,0.2179,0.0218,0.0020,0.0822,0.0366,0.0481,0.0624
8170,0.0422,0.0602,0.1366,0.0425,0.0060,0.0363,0.0000,0.0000,0.0000,0.2245,0.0097,0.0022,0.1136,0.0162,0.0583,0.0558
8171,0.0334,0.0564,0.1686,0.0062,0.0064,0.0382,0.0000,0.0000,0.0000,0.1717,0.0081,0.0005,0.0669,0.0942,0.0529,0.0687
8172,0.0193,0.0148,0.0459,0.0711,0.0234,0.0430,0.0000,0.0000,0.0000,0.2250,0.0335,0.0077,0.1679,0.0562,0.0876,0.0820
8173,0.0296,0.0619,0.0891,0.0273,0.0017,0.0195,0.0000,0.0000,0.0000,0.1728,0.0112,0.0069,0.0898,0.0510,0.0642,0.0972
8174,0.0276,0.0438,0.0599,0.0392,0.0055,0.0347,0.0000,0.0000,0.0000,0.1277,0.0082,0.0029,0.1179,0.0658,0.0592,0.1016
8175,0.0161,0.0370,0.0781,0.1007,0.0378,0.0702,0.0000,0.0000,0.0000,0.1990,0.0103,0.0007,0.1273,0.0773,0.0786,0.0667
8176,0.0422,0.0583,0.1396,0.0461,0.0075,0.0042,0.0000,0.0000,0.0000,0.2515,0.0137,0.0227,0.1202,0.0699,0.0758,0.0549
8177,0.0322,0.0296,0.0925,0.0281,0.0292,0.0110,0.0000,0.0000,0.0000,0.2740,0.0228,0.0067,0.1269,0.1215,0.0642,0.1441
8178,0.0329,0.0133,0.0703,0.0502,0.0208,0.0297,0.0000,0.0000,0.0000,0.2075,0.0300,0.0019,0.0828,0.0463,0.0450,0.0479
8179,0.0289,0.0526,0.0687,0.0412,0.0444,0.0299,0.0000,0.0000,0.0000,0.1408,0.0036,0.0065,0.1138,0.0468,0.0652,0.1300
8180,0.0072,0.0284,0.0428,0.0821,0.0105,0.0226,0.0000,0.0000,0.0000,0.2736,0.0468,0.0028,0.1457,0.0610,0.0455,0.0826
8181,0.0448,0.0387,0.1286,0.0283,0.0049,0.0355,0.0000,0.0000,0.0000,0.1636,0.1243,0.0009,0.0986,0.0786,0.0529,0.0262
8182,0.0327,0.1113,0.1221,0.0775,0.0027,0.0487,0.0000,0.0000,0.0000,0.2122,0.0121,0.0029,0.1509,0.0543,0.0682,0.0698
8183,0.0187,0.0259,0.0697,0.0262,0.0038,0.0226,0.0000,0.0000,0.0000,0.1452,0.0084,0.0056,0.1138,0.0412,0.0631,0.0855
8184,0.0562,0.0613,0.1712,0.0227,0.0111,0.0092,0.0000,0.0000,0.0000,0.1980,0.0171,0.0000,0.0783,0.0126,0.0492,0.0731
8185,0.0281,0.0315,0.0626,0.0776,0.0099,0.0371,0.0000,0.0000,0.0000,0.2314,0.0175,0.0002,0.1501,0.0766,0.0655,0.1079
8186,0.0350,0.0246,0.0621,0.0555,0.0443,0.0398,0.0000,0.0000,0.0000,0.1759,0.0490,0.0044,0.1212,0.0345,0.0392,0.0747
8187,0.0340,0.0437,0.0821,0.0691,0.0475,0.0186,0.0000,0.0000,0.0000,0.1882,0.0420,0.0045,0.1316,0.0498,0.1118,0.1794
8188,0.0524,0.0474,0.1006,0.0092,0.0025,0.0329,0.0000,0.0000,0.0000,0.1552,0.0090,0.0091,0.1386,0.0389,0.0904,0.0836
8189,0.0107,0.0430,0.0621,0.0331,0.0029,0.0538,0.0000,0.0000,0.0000,0.1642,0.0370,0.0263,0.1235,0.0481,0.0709,0.0679
8190,0.0058,0.0330,0.0348,0.0021,0.0072,0.0217,0.0000,0.0000,0.0000,0.2178,0.0115,0.0098,0.0906,0.0654,0.0572,0.1461
8191,0.0062,0.0014,0.0167,0.0234,0.0028,0.0136,0.0000,0.0000,0.0000,0.2271,0.0366,0.0151,0.1039,0.1797,0.0403,0.0640
8192,0.0002,0.0030,0.0004,0.0125,0.0049,0.0013,0.0000,0.0000,0.0000,0.0000,0.0429,0.0167,0.1204,0.1412,0.0375,0.0657
8193,0.0060,0.0039,0.0088,0.0037,0.0020,0.0010,0.0000,0.0000,0.0000,0.1799,0.0327,0.0001,0.0752,0.0898,0.0744,0.1216
8194,0.0048,0.0117,0.0282,0.0058,0.0185,0.0144,0.0000,0.0000,0.0000,0.2004,0.0231,0.0160,0.0645,0.0320,0.0383,0.0932
8195,0.0095,0.0155,0.0316,0.0136,0.0139,0.0007,0.0000,0.0000,0.0000,0.1924,0.0329,0.0116,0.1106,0.0307,0.0435,0.1065
8196,0.0021,0.0084,0.0394,0.0333,0.0025,0.0006,0.0000,0.0000,0.0000,0.1735,0.0451,0.0083,0.0811,0.0278,0.0629,0.0870
8197,0.0036,0.0096,0.0162,0.0280,0.0081,0.0484,0.0000,0.0000,0.0000,0.1934,0.0226,0.0260,0.0956,0.0788,0.0534,0.0414
