generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta
190,17.9,48.0,515,-0.0118,0.0315,0.1215,0.1722,-0.3889,0.1396,0.6339,0.5985,0.0000,0.0000,0.0000
191,27.8,77.0,875,-0.0276,0.0025,0.1236,0.1231,-0.3313,-0.0911,0.4454,0.5604,0.0000,0.0000,0.0000
192,22.8,65.0,633,-0.0093,0.0111,0.2120,0.2132,-0.4903,-0.0812,0.4938,0.5213,0.0000,0.0000,0.0000
193,20.1,59.0,661,-0.0421,0.0102,0.2161,0.1596,-0.4174,-0.0683,0.5329,0.5078,0.0000,0.0000,0.0000
194,25.1,65.0,836,-0.0207,0.0036,0.1605,0.2608,-0.4118,-0.0781,0.4801,0.5034,0.0000,0.0000,0.0000
195,27.5,66.0,811,-0.0434,0.0173,0.2033,0.2464,-0.3945,-0.0229,0.3154,0.5647,0.0000,0.0000,0.0000
196,36.7,97.0,1191,-0.0425,0.0034,0.3108,0.2297,-0.4328,0.3426,0.2938,0.5732,0.0000,0.0000,0.0000
197,29.4,83.0,919,-0.0062,0.0355,0.2291,0.3487,-0.4296,-0.4699,0.2953,0.5461,0.0000,0.0000,0.0000
198,19.1,57.0,577,-0.0079,0.0310,0.1639,0.3727,-0.3403,-0.1303,0.3261,0.5705,0.0000,0.0000,0.0000
199,21.1,60.0,647,-0.0217,0.0067,0.1372,0.2325,-0.4919,-0.0895,0.3661,0.5599,0.0000,0.0000,0.0000
200,20.8,49.0,738,-0.0154,0.0156,0.2213,0.3714,-0.4845,0.4094,0.3971,0.5594,0.0000,0.0000,0.0000
201,17.9,45.0,616,-0.0586,0.0020,0.2899,0.4512,-0.4557,0.1438,0.3942,0.5413,0.0000,0.0000,0.0000
202,20.1,61.0,736,-0.0011,0.0127,0.2013,0.2846,-0.4402,-0.0588,0.3951,0.5557,0.0000,0.0000,0.0000
203,17.1,50.0,627,0.0115,0.0078,0.2431,0.2494,-0.4837,-0.0591,0.3739,0.5790,0.0000,0.0000,0.0000
204,20.5,56.0,820,-0.0324,0.0163,0.3055,0.2956,-0.5073,0.2721,0.3528,0.5179,0.0000,0.0000,0.0000
205,16.6,35.0,612,-0.0248,0.0105,0.2836,0.2950,-0.3546,0.0173,0.3520,0.5814,0.0000,0.0000,0.0000
206,17.2,47.0,607,-0.0133,0.0154,0.3523,0.3074,-0.0913,-0.1077,0.3973,0.5047,0.0000,0.0000,0.0000
207,16.1,34.0,613,0.0019,0.0045,0.2596,0.1977,-0.4729,0.2032,0.3964,0.4768,0.0000,0.0000,0.0000
208,17.5,48.0,718,-0.0151,0.0174,0.2620,0.2237,-0.5567,-0.0014,0.3927,0.5254,0.0000,0.0000,0.0000
209,19.1,52.0,777,-0.0089,0.0058,0.1975,0.1815,-0.4557,0.0466,0.4126,0.5729,0.0000,0.0000,0.0000
210,25.8,91.0,1091,0.0082,0.0076,0.3776,0.2142,-0.4007,0.0931,0.4252,0.5172,0.0000,0.0000,0.0000
211,28.7,77.0,1131,0.0018,0.0099,0.3895,0.2229,-0.3194,-0.0769,0.3777,0.6018,0.0000,0.0000,0.0000
212,19.1,59.0,732,-0.0102,0.0072,0.3487,0.1463,-0.4338,-0.2053,0.6583,0.5085,0.0000,0.0000,0.0000
213,28.3,77.0,1106,0.0044,0.0059,0.3863,0.1828,-0.1340,-0.2466,0.6752,0.5341,0.0000,0.0000,0.0000
214,22.5,58.0,826,-0.0215,0.0024,0.3506,0.2439,-0.4262,-0.1503,0.6830,0.5344,0.0000,0.0000,0.0000
215,22.2,56.0,961,-0.0019,0.0169,0.2592,0.0910,-0.3495,0.0198,0.7426,0.5720,0.0000,0.0000,0.0000
216,19.7,53.0,755,-0.0050,0.0263,0.3859,0.1588,-0.4518,0.1104,0.7649,0.5096,0.0000,0.0000,0.0000
217,19.0,46.0,808,-0.0287,0.0209,0.3294,0.1994,-0.4841,-0.2286,0.7741,0.5329,0.0000,0.0000,0.0000
218,19.6,46.0,797,-0.0249,0.0147,0.3689,0.2997,-0.2837,-0.1533,0.8640,0.5731,0.0000,0.0000,0.0000
219,17.3,49.0,733,-0.0336,0.0141,0.2782,0.1466,-0.4396,0.0707,0.7848,0.5291,0.0000,0.0000,0.0000
220,19.6,57.0,813,-0.0188,0.0312,0.2767,0.1830,-0.4474,-0.2666,0.8843,0.5694,0.0000,0.0000,0.0000
221,17.4,43.0,692,-0.0276,0.0052,0.4601,0.2158,-0.3599,0.0853,0.9458,0.5336,0.0000,0.0000,0.0000
222,27.5,63.0,1170,-0.0162,0.0038,0.5695,0.2025,-0.3768,0.0000,0.8786,0.6215,0.0000,0.0000,0.0000
223,19.4,44.0,812,-0.0246,0.0062,0.5741,0.2028,-0.4180,0.0000,2.3440,0.5487,0.0000,0.0000,0.0000
224,19.1,48.0,796,-0.0201,0.0067,0.5168,0.2702,-0.4028,0.0000,2.3649,0.5077,0.0000,0.0000,0.0000
225,21.0,61.0,909,-0.0033,0.0366,0.3762,0.2921,-0.4992,0.0000,2.3660,0.5424,0.0000,0.0000,0.0000
226,20.2,67.0,802,-0.0075,0.0100,0.4669,0.2831,-0.5150,0.0000,2.2810,0.5188,0.0000,0.0000,0.0000
227,19.1,53.0,727,-0.0110,0.0143,0.4023,0.3761,-0.4684,0.0000,2.3676,0.5334,0.0000,0.0000,0.0000
228,22.4,66.0,874,-0.0080,0.0159,0.3903,0.2553,-0.5392,0.0000,2.4173,0.5690,0.0000,0.0000,0.0000
229,17.3,48.0,728,-0.0134,0.0203,0.4146,0.2124,-0.5240,-0.1147,2.4328,0.5626,0.0000,0.0000,0.0000
230,17.2,37.0,677,-0.0154,0.0083,0.3573,0.2248,-0.2284,-0.1043,2.3439,0.5014,0.0000,0.0000,0.0000
231,25.0,73.0,1015,-0.0195,0.0083,0.3671,0.1889,-0.3505,-0.1883,2.3426,0.5629,0.0000,0.0000,0.0000
232,19.7,55.0,807,-0.0231,0.0073,0.2430,0.1754,-0.4182,0.0733,2.3421,0.5882,0.0000,0.0000,0.0000
233,18.1,54.0,745,-0.0059,0.0200,0.3322,0.2743,-0.5207,-0.0344,1.1210,0.5674,0.0000,0.0000,0.0000
234,18.1,55.0,742,-0.0229,0.0107,0.2748,0.1543,-0.5071,0.0119,1.0401,0.5971,0.0000,0.0000,0.0000
235,19.7,51.0,771,0.0014,0.0099,0.2058,0.1994,-0.4140,-0.3142,1.0711,0.5440,0.0000,0.0000,0.0000
236,30.5,103.0,1258,-0.0195,0.0054,0.2866,0.1663,-0.3847,0.0638,1.2951,0.5647,0.0000,0.0000,0.0000
237,20.8,50.0,786,-0.0305,0.0140,0.1304,0.1501,-0.4265,0.0000,1.1517,0.5612,0.0000,0.0000,0.0000
238,17.6,40.0,765,-0.0072,0.0018,0.1914,0.2200,-0.5348,0.0446,1.0535,0.6017,0.0000,0.0000,0.0000
239,35.8,101.0,1487,-0.0080,0.0022,0.1895,0.2576,-0.3876,-0.1463,1.1776,0.4273,0.0000,0.0000,0.0000
240,18.2,59.0,756,-0.0159,0.0105,0.2821,0.2456,-0.4495,0.0000,1.1409,0.5158,0.0000,0.0000,0.0000
241,23.4,65.0,1043,-0.0125,0.0077,0.2819,0.1146,-0.4743,0.0000,1.3327,0.5671,0.0000,0.0000,0.0000
242,29.4,77.0,1249,0.0068,0.0047,0.3440,0.3658,-0.3320,-0.0985,1.2662,0.5861,0.0000,0.0000,0.0000
243,18.3,42.0,749,-0.0267,0.0008,0.1313,0.1649,-0.2712,0.0000,1.4373,0.5916,0.0000,0.0000,0.0000
244,18.9,46.0,797,-0.0138,0.0011,0.1567,0.0132,-0.4783,0.0000,1.5563,0.5374,0.0000,0.0000,0.0000
245,19.3,56.0,686,-0.0306,0.0014,0.1565,0.0473,-0.4259,0.0000,1.6407,0.4952,0.0000,0.0000,0.0000
246,22.5,64.0,952,-0.0147,0.0139,0.3808,0.0515,-0.3627,0.0000,1.6454,0.5239,0.0000,0.0000,0.0000
247,15.9,42.0,605,-0.0331,0.0026,0.3729,0.1997,-0.4191,0.0000,1.6468,0.5241,0.0000,0.0000,0.0000
248,17.3,53.0,680,-0.0353,0.0022,0.2924,0.0950,-0.5600,0.0000,1.6202,0.5727,0.0000,0.0000,0.0000
249,34.1,88.0,1427,-0.0139,0.0072,0.3732,0.3990,-0.2684,-0.2085,1.5044,0.5571,0.0000,0.0000,0.0000
250,29.5,78.0,1216,-0.0073,0.0039,0.4641,0.2191,-0.4016,-0.0450,1.5666,0.5732,0.0000,0.0000,0.0000
251,35.8,82.0,1377,-0.0029,0.0007,0.3973,0.2305,-0.3497,0.0000,1.3641,0.5397,0.0000,0.0000,0.0000
252,19.2,47.0,722,-0.0426,0.0014,0.3129,0.0761,-0.2911,-0.0801,1.5358,0.5809,0.0000,0.0000,0.0000
253,21.6,64.0,827,-0.0157,0.0019,0.4375,0.0940,-0.5113,0.0000,1.4958,0.5866,0.0000,0.0000,0.0000
254,31.7,75.0,1281,-0.0124,0.0029,0.3852,0.1523,-0.3730,0.0387,1.6627,0.5571,0.0000,0.0000,0.0000
255,21.5,68.0,813,-0.0123,0.0072,0.3206,0.1450,-0.5338,0.0000,1.5555,0.4795,0.0000,0.0000,0.0000
256,21.7,70.0,910,-0.0171,0.0025,0.4210,0.2028,-0.3921,0.0252,1.5085,0.4969,0.0000,0.0000,0.0000
257,26.1,60.0,1071,-0.0170,0.0094,0.4364,0.1200,-0.3562,-0.2347,1.5808,0.5160,0.0000,0.0000,0.0000
258,17.7,47.0,669,-0.0254,0.0128,0.3487,0.1528,-0.4356,0.0000,1.5829,0.5108,0.0000,0.0000,0.0000
259,21.8,69.0,777,-0.0090,0.0059,0.2154,0.1107,-0.4591,0.0000,1.5795,0.4951,0.0000,0.0000,0.0000
260,39.1,104.0,1559,-0.0072,0.0014,0.3671,0.1100,-0.3182,-0.1904,1.5268,0.4995,0.0000,0.0000,0.0000
261,37.2,91.0,1435,-0.0019,0.0019,0.4265,0.1679,-0.1324,-0.0650,1.5977,0.5007,0.0000,0.0000,0.0000
262,22.1,52.0,818,-0.0119,0.0179,0.2412,0.1457,-0.4657,-0.0962,1.3686,0.5737,0.0000,0.0000,0.0000
263,22.6,56.0,785,-0.0125,0.0114,0.3185,0.2153,-0.4058,-0.1896,1.3432,0.5937,0.0000,0.0000,0.0000
264,21.8,44.0,816,-0.0257,0.0123,0.2980,0.0932,-0.3840,0.0000,0.4770,0.5213,0.0000,0.0000,0.0000
265,25.0,80.0,990,0.0071,0.0064,0.2986,0.1154,-0.4377,0.0000,0.7404,0.5544,0.0000,0.0000,0.0000
266,18.4,41.0,764,-0.0013,0.0163,0.3522,0.1233,-0.1637,0.0000,0.7312,0.5991,0.0000,0.0000,0.0000
267,23.1,70.0,880,-0.0023,0.0120,0.2466,0.2971,-0.3558,0.0000,0.8247,0.5797,0.0000,0.0000,0.0000
268,26.9,69.0,1060,-0.0131,0.0074,0.3752,0.2793,-0.3487,-0.2081,0.8220,0.6277,0.0000,0.0000,0.0000
269,24.5,75.0,945,-0.0063,0.0049,0.3218,0.1307,-0.4571,0.0000,0.8695,0.5366,0.0000,0.0000,0.0000
270,17.1,55.0,678,-0.0062,0.0104,0.2493,0.1044,-0.3426,-0.0488,0.8616,0.5548,0.0000,0.0000,0.0000
271,18.5,49.0,717,-0.0293,0.0084,0.2274,0.1853,-0.4010,0.0000,0.8297,0.5751,0.0000,0.0000,0.0000
272,20.8,57.0,735,-0.0119,0.0227,0.3674,0.1357,-0.3422,-0.0359,0.8249,0.5108,0.0000,0.0000,0.0000
273,27.9,67.0,1129,-0.0177,0.0056,0.1881,0.2215,-0.3938,0.0000,0.7965,0.5279,0.0000,0.0000,0.0000
274,23.6,62.0,895,-0.0078,0.0073,0.1470,0.0979,-0.5027,0.0000,0.8797,0.5027,0.0000,0.0000,0.0000
275,27.3,66.0,1132,-0.0106,0.0169,0.0542,0.1034,-0.4014,0.0000,0.8105,0.5631,0.0000,0.0000,0.0000
276,19.1,67.0,749,-0.0267,0.0119,0.1152,0.0582,-0.1806,0.0000,0.8483,0.4627,0.0000,0.0000,0.0000
277,23.2,66.0,766,-0.0026,0.0049,0.1829,0.1327,-0.5626,0.0000,0.7027,0.5069,0.0000,0.0000,0.0000
278,19.3,47.0,658,-0.0015,0.0105,0.1853,0.0820,-0.4207,0.0000,0.7275,0.5470,0.0000,0.0000,0.0000
279,23.9,69.0,899,-0.0100,0.0246,0.1631,0.0967,-0.4086,0.0000,0.7159,0.5049,0.0000,0.0000,0.0000
280,21.1,57.0,785,-0.0217,0.0057,0.2031,0.1384,-0.5572,0.0000,0.6949,0.5604,0.0000,0.0000,0.0000
281,25.7,69.0,964,-0.0062,0.0269,0.1727,0.0865,-0.3513,0.0000,0.6724,0.5277,0.0000,0.0000,0.0000
282,30.5,86.0,1235,-0.0121,0.0111,0.2137,0.2239,-0.4857,0.0000,0.6469,0.5550,0.0000,0.0000,0.0000
283,19.9,43.0,744,-0.0108,0.0032,0.3011,0.1589,-0.4291,0.0000,0.5975,0.5265,0.0000,0.0000,0.0000
284,20.8,64.0,746,-0.0322,0.0131,0.1494,0.1386,-0.4359,0.0000,0.5869,0.4968,0.0000,0.0000,0.0000
285,23.3,58.0,800,-0.0238,0.0072,0.1785,0.1651,-0.2519,0.0000,0.5553,0.5097,0.0000,0.0000,0.0000
286,25.0,63.0,959,-0.0052,0.0153,0.1234,0.1314,-0.4470,0.0000,0.4458,0.5366,0.0000,0.0000,0.0000
287,23.0,78.0,845,-0.0107,0.0366,0.0846,0.0704,-0.5105,0.0000,0.4655,0.4935,0.0000,0.0000,0.0000
288,18.2,52.0,725,-0.0152,0.0072,0.1635,0.1290,-0.5013,0.0000,0.4022,0.5185,0.0000,0.0000,0.0000
289,30.7,96.0,1122,-0.0258,0.0160,0.1595,0.1712,-0.3910,0.0000,0.4088,0.4256,0.0000,0.0000,0.0000
290,18.9,51.0,728,-0.0234,0.0218,0.1674,0.2445,-0.3956,0.0000,0.4105,0.5355,0.0000,0.0000,0.0000
291,19.1,50.0,706,-0.0113,0.0044,0.3199,0.0953,-0.2916,0.0000,0.4219,0.5298,0.0000,0.0000,0.0000
292,17.5,46.0,708,-0.0042,0.0157,0.2242,0.0728,-0.5296,0.0000,0.4145,0.5873,0.0000,0.0000,0.0000
293,29.1,80.0,1198,-0.0033,0.0038,0.2030,0.0410,-0.3733,0.0000,0.4330,0.6025,0.0000,0.0000,0.0000
294,19.4,46.0,843,-0.0071,0.0023,0.0972,0.0103,-0.4893,0.0000,0.4101,0.5951,0.0000,0.0000,0.0000
295,33.2,73.0,1296,-0.0177,0.0034,0.2470,0.0397,-0.4177,0.0000,0.3816,0.5091,0.0000,0.0000,0.0000
296,19.1,69.0,679,-0.0088,0.0053,0.2293,0.3145,-0.4876,0.0000,0.3820,0.4717,0.0000,0.0000,0.0000
297,16.6,39.0,688,-0.0407,0.0046,0.2094,0.1450,-0.5804,0.0000,0.3864,0.5189,0.0000,0.0000,0.0000
298,20.5,52.0,852,-0.0047,0.0020,0.1705,0.1448,-0.5361,0.0000,0.3835,0.5764,0.0000,0.0000,0.0000
299,31.8,74.0,1315,0.0063,0.0019,0.1736,0.3676,-0.2407,-0.2815,0.4128,0.5451,0.0000,0.0000,0.0000
300,19.4,48.0,792,-0.0060,0.0290,0.2167,0.2695,-0.1947,-0.0865,0.5451,0.5876,0.0000,0.0000,0.0000
301,33.1,92.0,1275,-0.0043,0.0153,0.2497,0.2238,-0.2895,0.0493,0.4637,0.5488,0.0000,0.0000,0.0000
302,22.2,59.0,858,-0.0175,0.0204,0.2651,0.1605,-0.4648,0.0000,0.5247,0.5134,0.0000,0.0000,0.0000
303,18.1,57.0,737,-0.0081,0.0139,0.2720,0.3078,-0.4879,0.0000,0.5828,0.4888,0.0000,0.0000,0.0000
304,25.1,66.0,1066,-0.0131,0.0092,0.2772,0.3644,-0.4300,0.0000,0.5859,0.5767,0.0000,0.0000,0.0000
305,19.5,60.0,814,-0.0074,0.0132,0.3466,0.3031,-0.4682,0.0000,0.5939,0.5096,0.0000,0.0000,0.0000
306,15.6,48.0,650,-0.0031,0.0295,0.3804,0.3416,-0.5200,0.0000,0.6630,0.5158,0.0000,0.0000,0.0000
307,19.1,56.0,789,0.0025,0.0086,0.3143,0.3078,-0.5190,0.0000,0.6563,0.5283,0.0000,0.0000,0.0000
308,35.9,110.0,1494,-0.0047,0.0041,0.3984,0.3791,-0.3082,0.0000,0.7052,0.4720,0.0000,0.0000,0.0000
309,19.4,76.0,823,-0.0012,0.0023,0.4719,0.2597,-0.4767,0.0000,0.6700,0.5326,0.0000,0.0000,0.0000
310,30.9,76.0,1282,-0.0047,0.0068,0.3785,0.3134,-0.3668,0.0000,0.4657,0.5642,0.0000,0.0000,0.0000
311,21.0,60.0,779,-0.0013,0.0121,0.3717,0.3202,-0.4549,0.0000,0.5379,0.5804,0.0000,0.0000,0.0000
312,23.2,60.0,926,-0.0130,0.0117,0.3396,0.4587,-0.3401,0.0000,0.5016,0.5114,0.0000,0.0000,0.0000
313,19.5,53.0,786,-0.0305,0.0029,0.2831,0.3285,-0.4270,0.0000,0.5155,0.5537,0.0000,0.0000,0.0000
314,23.9,65.0,815,-0.0147,0.0335,0.1631,0.1378,-0.4207,0.0000,0.6475,0.5104,0.0000,0.0000,0.0000
315,20.9,78.0,783,-0.0064,0.0040,0.2556,0.0425,-0.4550,0.0000,0.6532,0.5147,0.0000,0.0000,0.0000
316,21.0,57.0,649,-0.0185,0.0080,0.2125,0.0632,-0.4680,0.0000,0.6390,0.5715,0.0000,0.0000,0.0000
317,28.8,81.0,1114,-0.0099,0.0035,0.3188,0.0862,-0.3026,0.0000,0.6600,0.5152,0.0000,0.0000,0.0000
318,20.5,71.0,835,-0.0168,0.0104,0.2660,0.2376,-0.4933,0.0000,0.6398,0.5605,0.0000,0.0000,0.0000
319,28.1,79.0,1181,-0.0076,0.0087,0.3041,0.2201,-0.4423,0.0000,0.8911,0.5816,0.0000,0.0000,0.0000
320,18.1,49.0,689,-0.0247,0.0124,0.1831,0.1181,-0.4441,0.0000,1.2284,0.6160,0.0000,0.0000,0.0000
321,16.6,49.0,658,-0.0030,0.0060,0.2330,0.0600,-0.1893,0.0000,1.2289,0.5832,0.0000,0.0000,0.0000
322,28.2,84.0,1014,-0.0099,0.0073,0.2684,0.0281,-0.4521,0.0000,1.2189,0.5266,0.0000,0.0000,0.0000
323,22.8,56.0,966,-0.0083,0.0072,0.3058,0.3497,-0.4255,0.0000,1.1926,0.5940,0.0000,0.0000,0.0000
324,16.5,51.0,694,-0.0130,0.0032,0.2991,0.1893,-0.4919,0.0000,1.1872,0.4360,0.0000,0.0000,0.0000
325,18.9,50.0,739,-0.0068,0.0124,0.3115,0.2072,-0.4854,0.0000,1.1830,0.5081,0.0000,0.0000,0.0000
326,17.2,43.0,695,0.0086,0.0108,0.3613,0.1972,-0.4925,0.0000,1.0963,0.4708,0.0000,0.0000,0.0000
327,29.5,75.0,1166,-0.0009,0.0028,0.3094,0.0212,-0.4463,0.0000,1.1034,0.5421,0.0000,0.0000,0.0000
328,22.6,69.0,857,0.0000,0.0099,0.3035,0.2091,-0.4828,0.0000,1.0310,0.5134,0.0000,0.0000,0.0000
329,30.4,81.0,1201,-0.0083,0.0203,0.3274,0.1977,-0.4455,0.0000,0.9631,0.5018,0.0000,0.0000,0.0000
330,22.8,57.0,962,-0.0073,0.0045,0.1716,0.1138,-0.3912,0.0000,0.4223,0.6227,0.0000,0.0000,0.0000
331,17.1,48.0,670,-0.0194,0.0012,0.2478,0.2678,-0.3424,0.0000,0.4581,0.5878,0.0000,0.0000,0.0000
332,21.4,61.0,805,-0.0037,0.0079,0.2025,0.0697,-0.1820,0.0000,0.4555,0.5825,0.0000,0.0000,0.0000
333,21.5,42.0,832,-0.0144,0.0080,0.2416,0.1042,0.1091,0.0000,0.4791,0.5029,0.0000,0.0000,0.0000
334,17.5,37.0,710,0.0014,0.0030,0.3860,0.2167,-0.3527,0.0000,0.5790,0.6451,0.0000,0.0000,0.0000
335,20.1,52.0,746,-0.0027,0.0055,0.4230,0.3484,-0.1193,0.0000,0.6274,0.5869,0.0000,0.0000,0.0000
336,21.2,60.0,747,-0.0094,0.0013,0.4351,0.1818,-0.4669,0.0000,0.6545,0.5212,0.0000,0.0000,0.0000
337,22.5,66.0,862,0.0081,0.0161,0.2851,0.2049,-0.4138,0.0000,0.5332,0.4951,0.0000,0.0000,0.0000
338,32.0,78.0,1235,0.0097,0.0065,0.2531,0.1857,-0.3508,0.0000,0.5214,0.5207,0.0000,0.0000,0.0000
339,20.0,63.0,728,0.0041,0.0124,0.3813,0.2217,-0.4725,0.0000,0.5211,0.5432,0.0000,0.0000,0.0000
340,18.3,61.0,708,0.0056,0.0130,0.2352,0.1615,-0.3764,0.0000,0.5266,0.5719,0.0000,0.0000,0.0000
341,19.7,59.0,687,-0.0029,0.0052,0.3568,0.2017,-0.4197,0.0000,0.3715,0.5741,0.0000,0.0000,0.0000
342,19.1,56.0,699,-0.0072,0.0092,0.2511,0.1310,-0.5216,0.0000,0.3889,0.5546,0.0000,0.0000,0.0000
343,20.0,66.0,681,0.0029,0.0042,0.2720,0.1250,-0.4375,0.0000,0.4056,0.4763,0.0000,0.0000,0.0000
344,23.4,87.0,861,-0.0035,0.0066,0.2411,0.1835,-0.4951,0.0000,0.4096,0.4559,0.0000,0.0000,0.0000
345,21.0,47.0,775,-0.0100,0.0135,0.3028,0.1925,-0.3053,-0.2115,0.4037,0.5345,0.0000,0.0000,0.0000
346,19.7,52.0,705,-0.0057,0.0031,0.2760,0.2293,-0.5128,0.0000,0.4216,0.5485,0.0000,0.0000,0.0000
347,22.1,76.0,784,-0.0067,0.0144,0.3510,0.2008,-0.4144,0.0121,0.4079,0.4750,0.0000,0.0000,0.0000
348,20.4,58.0,747,-0.0125,0.0105,0.2556,0.1208,-0.4443,-0.1762,0.2967,0.5897,0.0000,0.0000,0.0000
349,19.6,54.0,697,-0.0180,0.0027,0.3307,0.1738,-0.4255,-0.1715,0.2321,0.5223,0.0000,0.0000,0.0000
350,24.0,69.0,903,-0.0078,0.0054,0.2882,0.2304,-0.4451,0.0000,0.2389,0.4638,0.0000,0.0000,0.0000
351,17.3,46.0,680,-0.0059,0.0119,0.2304,0.0877,-0.1972,0.0000,0.7398,0.5867,0.0000,0.0000,0.0000
352,28.5,77.0,1135,-0.0034,0.0118,0.1681,0.0591,-0.3305,-0.1349,0.7540,0.5085,0.0000,0.0000,0.0000
353,21.3,51.0,783,0.0000,0.0062,0.2738,0.1423,-0.4642,0.0000,0.7454,0.5531,0.0000,0.0000,0.0000
354,18.5,44.0,706,0.0139,0.0036,0.2838,0.1920,-0.3386,-0.0058,0.7309,0.5991,0.0000,0.0000,0.0000
355,18.6,50.0,702,0.0014,0.0013,0.2742,0.1507,-0.3703,0.0000,0.7651,0.4768,0.0000,0.0000,0.0000
356,29.5,79.0,1147,-0.0077,0.0136,0.1731,0.1428,-0.4756,-0.0414,0.7936,0.5500,0.0000,0.0000,0.0000
357,22.5,66.0,819,-0.0281,0.0043,0.1900,0.1852,-0.5304,0.0000,0.7775,0.5371,0.0000,0.0000,0.0000
358,19.7,62.0,707,-0.0198,0.0020,0.2951,0.2520,-0.3368,0.0000,0.8180,0.5692,0.0000,0.0000,0.0000
359,22.3,64.0,760,-0.0129,0.0021,0.4033,0.2725,-0.3578,0.0304,0.8445,0.4842,0.0000,0.0000,0.0000
360,17.4,52.0,607,-0.0033,0.0105,0.4032,0.3008,-0.2497,0.0000,0.8667,0.5561,0.0000,0.0000,0.0000
361,17.4,43.0,645,-0.0093,0.0047,0.3556,0.3067,-0.1757,0.0000,0.6332,0.4624,0.0000,0.0000,0.0000
362,20.1,49.0,704,-0.0142,0.0143,0.2570,0.1832,-0.4507,0.0000,0.5790,0.5728,0.0000,0.0000,0.0000
363,25.4,73.0,909,-0.0033,0.0026,0.1969,0.1555,-0.5275,0.0000,0.6091,0.5646,0.0000,0.0000,0.0000
364,19.0,51.0,711,-0.0127,0.0081,0.2346,0.1517,-0.3918,0.0000,0.6162,0.5470,0.0000,0.0000,0.0000
365,18.8,60.0,650,-0.0123,0.0107,0.2617,0.1525,-0.3686,0.0000,0.5917,0.5590,0.0000,0.0000,0.0000
366,19.2,49.0,704,-0.0057,0.0042,0.2838,0.2320,-0.4214,0.0000,0.4705,0.5605,0.0000,0.0000,0.0000
367,19.2,53.0,690,-0.0261,0.0124,0.2242,0.1489,-0.4607,0.0000,0.3530,0.5391,0.0000,0.0000,0.0000
368,22.9,69.0,888,-0.0068,0.0025,0.1767,0.1837,-0.4375,0.0000,0.4654,0.5086,0.0000,0.0000,0.0000
369,19.7,54.0,754,-0.0172,0.0068,0.2331,0.1637,-0.2919,0.0000,0.4291,0.4604,0.0000,0.0000,0.0000
370,27.3,67.0,1079,-0.0102,0.0070,0.2223,0.1893,-0.3542,0.0000,0.4146,0.6208,0.0000,0.0000,0.0000
371,17.2,44.0,700,-0.0066,0.0117,0.1259,0.0751,-0.2704,0.0710,0.5711,0.5869,0.0000,0.0000,0.0000
372,19.1,46.0,698,-0.0112,0.0043,0.0907,0.0556,-0.3246,0.0264,0.5665,0.5837,0.0000,0.0000,0.0000
373,20.4,54.0,770,-0.0195,0.0211,0.1102,0.0869,-0.3606,0.0000,0.5621,0.5676,0.0000,0.0000,0.0000
374,20.5,52.0,756,-0.0023,0.0061,0.1528,0.0982,-0.4860,-0.0440,0.5229,0.5862,0.0000,0.0000,0.0000
375,19.9,57.0,753,-0.0016,0.0099,0.1801,0.1041,-0.4225,-0.0073,0.5920,0.5694,0.0000,0.0000,0.0000
376,32.0,87.0,1163,-0.0013,0.0061,0.1623,0.0861,-0.4758,-0.0139,0.5859,0.5125,0.0000,0.0000,0.0000
377,33.9,86.0,1302,0.0013,0.0041,0.1333,0.0892,-0.3756,-0.1764,0.6230,0.4998,0.0000,0.0000,0.0000
378,19.5,58.0,686,-0.0109,0.0137,0.2014,0.0948,-0.4462,-0.1959,1.4802,0.5336,0.0000,0.0000,0.0000
379,23.8,61.0,920,-0.0098,0.0043,0.2211,0.1926,-0.4120,0.0000,1.5114,0.5219,0.0000,0.0000,0.0000
380,37.8,83.0,1453,-0.0068,0.0048,0.2266,0.1641,-0.3826,0.1067,1.5162,0.5457,0.0000,0.0000,0.0000
381,17.8,56.0,643,0.0140,0.0042,0.2627,0.1207,-0.4016,0.0000,1.5619,0.4810,0.0000,0.0000,0.0000
382,20.8,54.0,761,-0.0208,0.0249,0.1787,0.1348,-0.5475,-0.2490,1.5763,0.4764,0.0000,0.0000,0.0000
383,18.6,47.0,652,-0.0160,0.0081,0.2679,0.1522,-0.5304,-0.0218,1.6240,0.6036,0.0000,0.0000,0.0000
384,20.6,60.0,771,-0.0208,0.0095,0.2588,0.1344,-0.4106,0.0000,1.6592,0.5691,0.0000,0.0000,0.0000
385,22.6,74.0,933,-0.0096,0.0128,0.2045,0.1249,-0.4185,0.0000,1.6173,0.4790,0.0000,0.0000,0.0000
386,20.5,60.0,754,-0.0053,0.0194,0.1616,0.0883,-0.4608,0.0000,1.6361,0.5047,0.0000,0.0000,0.0000
387,24.2,69.0,900,-0.0231,0.0157,0.1589,0.0993,-0.4489,-0.0409,1.6180,0.5626,0.0000,0.0000,0.0000
388,20.5,68.0,802,-0.0060,0.0143,0.1466,0.1486,-0.4486,-0.1006,0.9814,0.5666,0.0000,0.0000,0.0000
389,19.1,55.0,746,-0.0268,0.0096,0.1611,0.0986,-0.5478,0.0000,0.7912,0.5208,0.0000,0.0000,0.0000
